order_id,order_date,customer_id,customer_name,product_category,product_name,quantity,unit_price,discount_pct,shipping_country,payment_method,order_status,review_score,return_flag,notes
10019,2022-12-17,386,Carol White,Home & Garden,Laptop Pro,2,214.29,15.0,Germany,Credit Card,Delivered,5.0,0,
10020,2022-03-06,306,Eve Davis,Clothing,LED Lamp,10,307.94,15.0,USA,Debit Card,Cancelled,5.0,0,"Excellent quality, will buy again"
10021,2022-03-08,259,Bob Smith,Electronics,Laptop Pro,10,153.45,0.0,USA,Debit Card,Processing,2.0,0,
10022,2022-05-12,67,Alice Johnson,Home & Garden,Wireless Headset,3,138.34,15.0,USA,Credit Card,Delivered,,0,
10023,2022-04-15,85,Carol White,Clothing,Yoga Mat,5,251.4,0.0,USA,PayPal,Delivered,,0,
10024,2022-10-27,371,Carol White,Clothing,Coffee Maker,2,298.2,15.0,USA,Debit Card,Delivered,,0,
10025,2022-05-18,62,Eve Davis,Electronics,Wireless Headset,2,285.83,25.0,Canada,PayPal,Delivered,4.0,0,Packaging was damaged
10026,2022-07-02,14,Dave Brown,Electronics,Yoga Mat,1,441.41,20.0,UK,Bank Transfer,Processing,4.0,0,Wrong item sent
10027,2022-05-03,122,Dave Brown,Electronics,Skincare Set,1,385.73,15.0,UK,Credit Card,Delivered,5.0,1,
10028,2022-11-11,279,Alice Johnson,Clothing,Running Shoes,3,30.83,5.0,France,Debit Card,Cancelled,4.0,0,Wrong item sent
10029,2022-10-17,123,Dave Brown,Clothing,LED Lamp,10,283.92,0.0,USA,Credit Card,Delivered,4.0,0,
10030,2022-10-23,77,Bob Smith,Books,Python Book,1,211.82,20.0,France,PayPal,Processing,4.0,0,
10031,2022-04-08,272,Carol White,Clothing,Desk Chair,3,183.72,0.0,Germany,Credit Card,Delivered,,1,Good value for money
10032,2022-06-09,146,Dave Brown,Toys,Bluetooth Speaker,2,479.16,20.0,USA,Bank Transfer,Delivered,2.0,0,
10033,2022-06-19,269,Alice Johnson,Clothing,Skincare Set,2,231.11,0.0,Canada,Credit Card,Delivered,5.0,0,
10034,2022-07-04,381,Bob Smith,Clothing,Running Shoes,1,361.12,5.0,USA,PayPal,Shipped,,0,Great product!
10035,2022-04-07,56,Eve Davis,Electronics,Coffee Maker,1,483.71,25.0,Australia,Bank Transfer,Processing,4.0,0,Good value for money
10036,2022-08-22,218,Eve Davis,Books,Bluetooth Speaker,1,79.75,5.0,UK,PayPal,Delivered,2.0,0,"Excellent quality, will buy again"
10037,2022-12-19,173,Bob Smith,Books,Bluetooth Speaker,3,32.04,20.0,USA,Debit Card,Returned,5.0,0,
10038,2022-12-04,40,Alice Johnson,Books,LED Lamp,2,160.24,10.0,Canada,Bank Transfer,Shipped,,0,
10039,2022-04-18,359,Eve Davis,Toys,LED Lamp,1,27.0,0.0,Canada,Credit Card,Delivered,5.0,0,Arrived late
10040,2022-03-13,159,Carol White,Home & Garden,Bluetooth Speaker,2,62.8,10.0,Canada,PayPal,Shipped,3.0,0,
10041,2022-10-09,360,Carol White,Sports,Coffee Maker,1,495.9,15.0,USA,PayPal,Cancelled,4.0,0,
10042,2022-03-10,32,Alice Johnson,Electronics,Bluetooth Speaker,2,480.29,,Germany,Debit Card,Shipped,,0,Arrived late
10043,2022-11-30,248,Alice Johnson,Clothing,Yoga Mat,2,347.19,0.0,Australia,Credit Card,Delivered,4.0,0,
10044,2022-08-03,129,Carol White,Clothing,Yoga Mat,1,377.73,5.0,Australia,PayPal,Delivered,3.0,0,
10045,2022-04-04,291,Alice Johnson,Home & Garden,Desk Chair,2,74.54,,Canada,Credit Card,Delivered,4.0,0,
10046,2022-05-10,36,Bob Smith,Clothing,Yoga Mat,2,299.64,25.0,France,Debit Card,Delivered,5.0,0,
10047,2022-02-07,348,Alice Johnson,Home & Garden,Skincare Set,2,81.43,20.0,India,Credit Card,Returned,,0,
10048,2022-12-20,66,Carol White,Clothing,Bluetooth Speaker,1,192.3,0.0,USA,Credit Card,Processing,4.0,0,Packaging was damaged
10049,2022-05-03,285,Dave Brown,Electronics,Running Shoes,3,175.95,0.0,UK,Debit Card,Delivered,4.0,0,
10050,2022-07-01,157,Alice Johnson,Electronics,Yoga Mat,3,308.91,0.0,USA,Debit Card,Delivered,,0,
10051,2022-05-25,43,Eve Davis,Electronics,Desk Chair,2,44.45,20.0,UK,Credit Card,Delivered,,0,
10052,2022-12-11,275,Bob Smith,Electronics,Coffee Maker,2,56.21,5.0,Australia,PayPal,Delivered,,0,
10053,2022-11-30,121,Bob Smith,Electronics,Python Book,10,306.92,20.0,India,PayPal,Delivered,,0,
10054,2022-03-07,192,Bob Smith,Electronics,LED Lamp,10,319.88,25.0,Australia,Debit Card,Delivered,5.0,0,
10055,2022-04-26,354,Eve Davis,Home & Garden,Running Shoes,1,173.24,5.0,USA,Debit Card,Delivered,5.0,0,
10056,2022-03-14,31,Eve Davis,Clothing,Wireless Headset,5,77.7,25.0,Germany,Credit Card,Cancelled,,0,
10057,2022-05-28,357,Bob Smith,Electronics,Python Book,1,443.61,,Germany,PayPal,Delivered,5.0,0,
10058,2022-10-14,19,Bob Smith,Clothing,Running Shoes,1,31.21,,UK,Credit Card,Delivered,3.0,0,
10059,2022-09-30,285,Bob Smith,Toys,Skincare Set,5,360.1,,Canada,Bank Transfer,Delivered,4.0,1,
10060,2022-06-22,73,Alice Johnson,Clothing,Python Book,1,74.32,15.0,Australia,Debit Card,Delivered,,0,
10061,2022-05-18,391,Eve Davis,Beauty,Desk Chair,1,320.5,20.0,India,Credit Card,Processing,4.0,0,Good value for money
10062,2022-07-17,76,Carol White,Books,Bluetooth Speaker,3,333.51,5.0,USA,Credit Card,Delivered,5.0,0,
10063,2022-09-29,188,Alice Johnson,Beauty,Coffee Maker,1,403.11,0.0,USA,Credit Card,Shipped,5.0,0,Packaging was damaged
10064,2022-03-26,179,Carol White,Electronics,Running Shoes,10,200.54,5.0,Australia,PayPal,Delivered,4.0,0,Packaging was damaged
10065,2022-06-03,338,Alice Johnson,Electronics,Wireless Headset,5,15.79,10.0,USA,PayPal,Delivered,,1,Great product!
10066,2022-11-07,306,Alice Johnson,Home & Garden,Yoga Mat,3,406.47,0.0,USA,Bank Transfer,Delivered,,0,
10067,2022-03-30,137,Carol White,Beauty,Yoga Mat,2,$127.72,,USA,PayPal,Delivered,3.0,0,
10068,2022-11-19,162,Bob Smith,Sports,Laptop Pro,3,424.31,15.0,UK,PayPal,Delivered,4.0,0,Packaging was damaged
10069,2022-05-09,290,Carol White,Books,Skincare Set,5,389.11,10.0,USA,Debit Card,Delivered,1.0,0,
10070,2022-02-01,47,Dave Brown,Electronics,Coffee Maker,1,251.66,5.0,Germany,PayPal,Delivered,4.0,0,
10071,2022-01-05,24,Eve Davis,Clothing,Skincare Set,2,499.7,15.0,Canada,Credit Card,Delivered,5.0,0,"Excellent quality, will buy again"
10072,2022-06-12,336,Dave Brown,Electronics,Python Book,2,233.73,5.0,USA,Bank Transfer,Delivered,4.0,0,
10073,2022-09-26,284,Alice Johnson,Clothing,Coffee Maker,10,349.77,0.0,India,Credit Card,Delivered,,0,Packaging was damaged
10074,2022-01-08,174,Carol White,Electronics,Skincare Set,10,336.55,20.0,France,Crypto,Processing,5.0,0,
10075,2022-12-18,307,Bob Smith,Clothing,Yoga Mat,5,261.44,0.0,France,Credit Card,Delivered,5.0,0,
10076,2022-02-01,367,Bob Smith,Sports,Laptop Pro,2,294.75,,UK,PayPal,Processing,4.0,0,
10077,2022-04-24,262,Dave Brown,Electronics,Laptop Pro,1,400.31,25.0,Germany,PayPal,Delivered,4.0,0,
10078,2022-01-27,230,Dave Brown,Clothing,Wireless Headset,1,287.95,10.0,USA,Credit Card,Processing,5.0,0,Good value for money
10079,2022-04-13,191,Alice Johnson,Electronics,Running Shoes,1,227.82,25.0,USA,Bank Transfer,Delivered,5.0,0,Good value for money
10080,2022-09-11,118,Eve Davis,Electronics,Laptop Pro,2,332.73,0.0,France,PayPal,Processing,5.0,0,Wrong item sent
10081,2022-04-10,53,Alice Johnson,Clothing,Desk Chair,5,22.58,15.0,UK,PayPal,Delivered,5.0,0,Arrived late
10082,2022-09-15,192,Bob Smith,Electronics,Wireless Headset,1,59.05,,USA,Credit Card,Delivered,4.0,0,
10083,2022-10-02,60,Carol White,Toys,Wireless Headset,10,67.09,,France,Crypto,Delivered,3.0,0,
10084,2022-05-15,11,Dave Brown,Clothing,Skincare Set,3,215.75,0.0,USA,Bank Transfer,Delivered,,1,Arrived late
10085,2022-12-22,260,Bob Smith,Electronics,Yoga Mat,10,436.53,10.0,USA,PayPal,Delivered,,0,
10086,2022-10-03,270,Alice Johnson,Clothing,Bluetooth Speaker,5,323.43,5.0,USA,Credit Card,Delivered,,0,
10087,2022-11-28,141,Eve Davis,Electronics,Desk Chair,2,486.45,10.0,Canada,Credit Card,Delivered,,0,Great product!
10088,2023-01-06,143,Carol White,Electronics,Coffee Maker,1,24.77,15.0,UK,Credit Card,Delivered,5.0,0,Great product!
10089,2022-08-11,113,Eve Davis,Electronics,Running Shoes,1,362.39,5.0,USA,PayPal,Shipped,5.0,0,Packaging was damaged
10090,2022-06-01,264,Alice Johnson,Electronics,Laptop Pro,1,160.53,15.0,USA,Debit Card,Cancelled,5.0,0,
10091,2022-02-16,344,Alice Johnson,Home & Garden,Laptop Pro,1,16.53,5.0,USA,Credit Card,Shipped,5.0,0,
10092,2022-05-04,11,Bob Smith,Sports,Wireless Headset,3,413.83,5.0,USA,PayPal,Cancelled,5.0,0,
10093,2022-01-30,368,Carol White,Clothing,Running Shoes,5,$81.29,25.0,France,PayPal,Shipped,4.0,1,
10094,2022-06-11,99,Alice Johnson,Home & Garden,Desk Chair,1,110.97,0.0,UK,Credit Card,Shipped,,0,
10095,2022-11-01,23,Bob Smith,Clothing,Desk Chair,1,173.53,0.0,Canada,Credit Card,Delivered,,0,
10096,2022-05-15,239,Alice Johnson,Electronics,Coffee Maker,1,395.24,10.0,UK,PayPal,Delivered,5.0,0,Good value for money
10097,2022-08-08,109,Bob Smith,Clothing,Skincare Set,5,314.17,,UK,Credit Card,Shipped,1.0,0,
10098,2022-12-26,263,Eve Davis,Books,Python Book,1,136.11,15.0,France,PayPal,Delivered,,0,Wrong item sent
10099,2022-09-07,325,Bob Smith,Electronics,Desk Chair,1,88.4,0.0,Germany,Credit Card,Cancelled,5.0,0,
10100,2022-09-16,160,Eve Davis,Home & Garden,Yoga Mat,2,59.23,25.0,USA,Debit Card,Shipped,5.0,0,
10101,2022-08-22,220,Dave Brown,Home & Garden,Yoga Mat,10,79.16,15.0,Canada,Debit Card,Shipped,5.0,0,"Excellent quality, will buy again"
10102,2022-04-26,172,Alice Johnson,Sports,Wireless Headset,3,$321.69,25.0,Canada,PayPal,Delivered,,0,Great product!
10103,2022-08-10,387,Dave Brown,Electronics,Yoga Mat,10,461.73,,USA,PayPal,Delivered,5.0,0,Good value for money
10104,2022-03-30,94,Carol White,Electronics,Coffee Maker,1,484.14,5.0,USA,Credit Card,Processing,4.0,0,
10105,2022-05-31,122,Dave Brown,Electronics,Yoga Mat,2,418.19,15.0,USA,PayPal,Delivered,4.0,0,Great product!
10106,2022-01-25,300,Bob Smith,Toys,Python Book,2,444.26,10.0,USA,Debit Card,Cancelled,4.0,0,Arrived late
10107,2022-02-19,197,Bob Smith,Home & Garden,Laptop Pro,2,408.97,10.0,Canada,Debit Card,Shipped,4.0,0,
10108,2022-12-01,51,Carol White,Sports,Bluetooth Speaker,10,479.24,10.0,Germany,Credit Card,Cancelled,4.0,0,
10109,2022-08-10,317,Carol White,Clothing,Running Shoes,5,423.6,0.0,USA,Credit Card,Delivered,5.0,0,
10110,2022-10-25,307,Alice Johnson,Books,Laptop Pro,2,233.69,,Canada,Credit Card,Delivered,5.0,1,
10111,2022-05-20,20,Bob Smith,Electronics,Python Book,2,165.01,10.0,Canada,Credit Card,Shipped,3.0,0,
10112,2022-12-25,30,Carol White,Sports,Skincare Set,10,294.18,,Canada,PayPal,Delivered,4.0,0,
10113,2022-07-25,377,Dave Brown,Sports,Python Book,1,306.05,,UK,Credit Card,Cancelled,5.0,0,
10114,2022-06-08,300,Bob Smith,Clothing,Python Book,1,289.58,10.0,Canada,Debit Card,Delivered,4.0,0,
10115,2022-05-06,86,Carol White,Clothing,Bluetooth Speaker,1,354.83,0.0,France,PayPal,Delivered,,0,
10116,2022-12-16,230,Alice Johnson,Home & Garden,Yoga Mat,3,350.99,20.0,Australia,Credit Card,Shipped,,0,
10117,2022-08-07,157,Eve Davis,Electronics,Bluetooth Speaker,5,48.16,15.0,USA,Credit Card,Delivered,5.0,0,
10118,2022-02-06,181,Bob Smith,Sports,Wireless Headset,1,146.33,5.0,USA,PayPal,Delivered,,0,
10119,2022-10-19,112,Bob Smith,Clothing,Skincare Set,3,445.48,15.0,UK,PayPal,Delivered,3.0,0,
10120,2022-09-19,139,Bob Smith,Clothing,Skincare Set,2,297.07,5.0,USA,Debit Card,Delivered,,0,
10121,2022-10-17,10,Bob Smith,Home & Garden,LED Lamp,10,167.62,,UK,Bank Transfer,Delivered,5.0,0,"Excellent quality, will buy again"
10122,2022-09-23,291,Eve Davis,Home & Garden,Desk Chair,2,425.98,0.0,UK,Debit Card,Processing,5.0,0,
10123,2022-10-01,379,Eve Davis,Electronics,Bluetooth Speaker,1,128.28,10.0,France,PayPal,Processing,5.0,0,"Excellent quality, will buy again"
10124,2022-08-14,370,Alice Johnson,Toys,LED Lamp,3,207.55,25.0,Canada,Credit Card,Delivered,,0,
10125,2022-10-21,238,Bob Smith,Beauty,Wireless Headset,1,141.75,5.0,USA,Debit Card,Processing,5.0,0,
10126,2022-04-24,132,Carol White,Books,Running Shoes,1,436.32,20.0,UK,Bank Transfer,Delivered,2.0,0,Good value for money
10127,2022-12-02,330,Dave Brown,Books,Wireless Headset,1,365.5,5.0,France,PayPal,Delivered,,0,
10128,2022-10-10,185,Bob Smith,Books,Laptop Pro,5,232.81,0.0,USA,PayPal,Delivered,3.0,0,
10129,2022-09-03,295,Eve Davis,Clothing,Skincare Set,1,466.49,20.0,USA,Credit Card,Processing,,0,Arrived late
10130,2022-02-18,208,Alice Johnson,Toys,LED Lamp,1,464.09,0.0,UK,Debit Card,Shipped,,0,
10131,2022-05-22,250,Bob Smith,Electronics,Coffee Maker,5,357.2,,India,Debit Card,Processing,5.0,1,
10132,2022-12-10,350,Alice Johnson,Electronics,Desk Chair,1,446.54,0.0,Germany,Credit Card,Processing,5.0,0,
10133,2022-11-23,323,Carol White,Toys,Bluetooth Speaker,5,361.1,5.0,USA,Debit Card,Delivered,5.0,0,
10134,2022-02-06,89,Carol White,Electronics,Python Book,3,315.96,5.0,USA,Bank Transfer,Delivered,3.0,0,
10135,2022-09-07,358,Carol White,Home & Garden,Laptop Pro,1,213.29,5.0,UK,Credit Card,Delivered,,0,
10136,2022-08-12,362,Carol White,Electronics,Python Book,10,140.37,,France,Credit Card,Shipped,2.0,0,
10137,2022-01-30,36,Dave Brown,Beauty,Coffee Maker,1,34.83,,Canada,Debit Card,Processing,5.0,1,
10138,2022-06-03,4,Alice Johnson,Sports,LED Lamp,1,401.43,15.0,UK,PayPal,Processing,,0,
10139,2022-08-18,234,Bob Smith,Toys,Coffee Maker,1,65.47,15.0,Germany,Bank Transfer,Delivered,5.0,0,"Excellent quality, will buy again"
10140,2022-06-28,330,Dave Brown,Beauty,Desk Chair,1,208.12,,India,Credit Card,Cancelled,3.0,0,
10141,2022-11-12,269,Bob Smith,Electronics,Bluetooth Speaker,1,121.14,15.0,UK,PayPal,Delivered,,0,Packaging was damaged
10142,2022-11-18,70,Eve Davis,Clothing,Yoga Mat,2,230.04,10.0,UK,PayPal,Shipped,3.0,0,
10143,2022-06-12,7,Dave Brown,Home & Garden,LED Lamp,3,160.92,5.0,UK,Credit Card,Delivered,4.0,0,
10144,2022-08-25,156,Dave Brown,Sports,Running Shoes,5,415.7,0.0,UK,Crypto,Delivered,4.0,0,
10145,2022-04-21,378,Eve Davis,Electronics,Running Shoes,1,489.2,15.0,Canada,PayPal,Delivered,,0,"Excellent quality, will buy again"
10146,2022-09-26,293,Dave Brown,Toys,Bluetooth Speaker,10,471.07,15.0,USA,PayPal,Processing,,0,
10147,2022-05-26,399,Alice Johnson,Electronics,Yoga Mat,1,313.07,5.0,UK,Credit Card,Delivered,4.0,0,Wrong item sent
10148,2022-11-23,286,Carol White,Sports,Python Book,2,489.74,5.0,USA,PayPal,Delivered,4.0,0,Good value for money
10149,2022-05-15,360,Bob Smith,Clothing,LED Lamp,1,203.36,15.0,Australia,Debit Card,Delivered,2.0,0,
10150,2022-11-08,74,Eve Davis,Clothing,Python Book,2,263.63,5.0,USA,Debit Card,Processing,5.0,0,Packaging was damaged
10151,2022-08-03,12,Carol White,Clothing,Python Book,1,132.14,15.0,Australia,Bank Transfer,Delivered,,1,
10152,2022-03-17,337,Dave Brown,Electronics,Skincare Set,1,449.5,0.0,India,Credit Card,Delivered,5.0,0,
10153,2022-11-06,112,Alice Johnson,Clothing,Skincare Set,2,93.96,,UK,Credit Card,Delivered,3.0,0,
10154,2022-05-20,30,Dave Brown,Clothing,LED Lamp,2,307.19,0.0,USA,Debit Card,Shipped,1.0,1,Packaging was damaged
10155,2022-05-01,385,Eve Davis,Clothing,Desk Chair,5,400.73,10.0,USA,Debit Card,Processing,3.0,0,
10156,2022-11-17,36,Dave Brown,Home & Garden,Skincare Set,3,299.72,15.0,USA,PayPal,Shipped,4.0,0,Great product!
10157,2022-04-14,379,Alice Johnson,Clothing,LED Lamp,2,43.99,25.0,USA,Credit Card,Delivered,,0,Arrived late
10158,2022-12-08,344,Dave Brown,Clothing,LED Lamp,3,307.67,0.0,UK,PayPal,Shipped,3.0,0,
10159,2022-02-19,230,Dave Brown,Toys,Skincare Set,2,384.7,25.0,Germany,Debit Card,Returned,,0,
10160,2022-11-14,277,Dave Brown,Home & Garden,Laptop Pro,1,97.97,0.0,USA,Credit Card,Delivered,,1,
10161,2022-06-22,106,Dave Brown,Electronics,Python Book,2,369.79,20.0,Germany,Credit Card,Delivered,4.0,0,
10162,2022-04-22,288,Alice Johnson,Sports,Running Shoes,3,439.9,25.0,UK,Credit Card,Processing,,0,Arrived late
10163,2022-09-10,250,Bob Smith,Beauty,Bluetooth Speaker,1,493.3,0.0,USA,Credit Card,Delivered,4.0,1,
10164,2022-12-20,63,Carol White,Toys,Desk Chair,2,207.98,10.0,USA,Credit Card,Processing,4.0,0,Arrived late
10165,2022-11-25,397,Eve Davis,Sports,LED Lamp,2,17.46,0.0,UK,Credit Card,Delivered,,0,
10166,2022-03-12,44,Bob Smith,Books,Bluetooth Speaker,2,212.44,5.0,USA,PayPal,Delivered,4.0,0,Great product!
10167,2022-12-16,149,Alice Johnson,Electronics,Coffee Maker,2,331.81,20.0,Canada,Credit Card,Delivered,5.0,0,
10168,2022-09-29,46,Eve Davis,Home & Garden,Coffee Maker,5,446.23,15.0,USA,PayPal,Delivered,5.0,0,
10169,2022-10-22,175,Eve Davis,Home & Garden,Desk Chair,10,469.36,10.0,Canada,Credit Card,Processing,,0,
10170,2022-08-16,154,Dave Brown,Electronics,Coffee Maker,2,455.24,25.0,USA,Credit Card,Delivered,,0,
10171,2023-01-04,261,Carol White,Electronics,Wireless Headset,10,330.69,25.0,France,Bank Transfer,Delivered,,0,
10172,2022-03-03,133,Carol White,Clothing,Skincare Set,1,342.85,0.0,USA,Debit Card,Delivered,,1,
10173,2022-08-28,287,Alice Johnson,Home & Garden,LED Lamp,10,6.18,15.0,Germany,PayPal,Processing,4.0,1,
10174,2022-12-03,156,Bob Smith,Electronics,Coffee Maker,1,185.05,0.0,USA,PayPal,Processing,3.0,0,
10175,2022-06-20,333,Dave Brown,Books,LED Lamp,2,453.89,20.0,USA,Credit Card,Delivered,5.0,0,Packaging was damaged
10176,2022-12-20,241,Carol White,Toys,Yoga Mat,2,346.36,15.0,USA,Debit Card,Delivered,,0,
10177,2022-12-28,331,Dave Brown,Electronics,Python Book,3,236.62,5.0,USA,Credit Card,Delivered,4.0,0,
10178,2022-06-18,127,Bob Smith,Beauty,Skincare Set,10,56.6,25.0,Australia,Credit Card,Delivered,4.0,0,
10179,2022-08-31,193,Eve Davis,Clothing,LED Lamp,5,126.93,5.0,USA,PayPal,Cancelled,4.0,0,Arrived late
10180,2022-01-21,269,Bob Smith,Electronics,Bluetooth Speaker,1,279.69,25.0,USA,Credit Card,Delivered,5.0,0,
10181,2022-06-22,122,Eve Davis,Electronics,Coffee Maker,10,449.26,15.0,USA,PayPal,Delivered,3.0,0,
10182,2022-08-19,146,Bob Smith,Clothing,Bluetooth Speaker,2,52.43,5.0,USA,Credit Card,Delivered,5.0,0,"Excellent quality, will buy again"
10183,2022-01-23,152,Dave Brown,Electronics,LED Lamp,3,81.11,10.0,USA,Credit Card,Delivered,5.0,0,Packaging was damaged
10184,2022-10-15,157,Bob Smith,Sports,Laptop Pro,1,329.23,25.0,Canada,Debit Card,Delivered,4.0,0,
10185,2022-07-18,156,Carol White,Home & Garden,LED Lamp,1,150.6,20.0,USA,PayPal,Delivered,2.0,0,
10186,2022-12-13,102,Carol White,Toys,LED Lamp,3,89.0,10.0,USA,Credit Card,Delivered,,0,Great product!
10187,2022-06-09,373,Alice Johnson,Books,Skincare Set,10,93.33,15.0,Canada,Credit Card,Delivered,1.0,0,Great product!
10188,2022-10-07,340,Carol White,Clothing,Laptop Pro,10,248.84,10.0,USA,Credit Card,Shipped,,0,
10189,2022-06-16,252,Carol White,Electronics,Yoga Mat,3,293.95,25.0,USA,Debit Card,Delivered,4.0,0,
10190,2022-10-06,267,Eve Davis,Books,Wireless Headset,2,452.65,20.0,India,PayPal,Delivered,5.0,0,Wrong item sent
10191,2022-06-10,307,Dave Brown,Books,Yoga Mat,5,$361.99,20.0,UK,PayPal,Delivered,,0,
10192,2022-10-31,59,Dave Brown,Clothing,Wireless Headset,2,347.18,25.0,Canada,Credit Card,Shipped,4.0,1,
10193,2022-12-08,340,Eve Davis,Toys,Wireless Headset,2,94.44,15.0,France,PayPal,Delivered,5.0,0,Wrong item sent
10194,2022-08-13,105,Carol White,Books,Skincare Set,1,358.16,,Australia,Credit Card,Returned,5.0,0,
10195,2022-04-04,269,Bob Smith,Sports,Desk Chair,1,326.1,10.0,USA,PayPal,Cancelled,2.0,0,"Excellent quality, will buy again"
10196,2022-02-27,47,Eve Davis,Books,Laptop Pro,10,112.01,25.0,USA,PayPal,Returned,5.0,0,
10197,2022-09-20,88,Dave Brown,Clothing,Coffee Maker,1,336.34,20.0,Germany,Debit Card,Returned,,0,
10198,2022-01-08,171,Alice Johnson,Home & Garden,Laptop Pro,1,109.69,15.0,Canada,Debit Card,Delivered,,0,
10199,2022-08-27,152,Dave Brown,Electronics,Bluetooth Speaker,2,298.82,25.0,USA,Credit Card,Processing,5.0,1,
10200,2022-08-07,176,Bob Smith,Books,Coffee Maker,5,336.08,20.0,USA,Bank Transfer,Delivered,4.0,0,Packaging was damaged
10201,2022-04-22,319,Dave Brown,Clothing,Coffee Maker,5,348.21,25.0,Canada,Credit Card,Processing,5.0,0,"Excellent quality, will buy again"
10202,2022-08-26,145,Eve Davis,Electronics,Python Book,1,455.09,0.0,Germany,Credit Card,Delivered,5.0,0,Wrong item sent
10203,2022-03-19,325,Alice Johnson,Clothing,Running Shoes,1,474.18,0.0,Canada,Credit Card,Delivered,,0,
10204,2022-04-22,310,Dave Brown,Clothing,LED Lamp,1,406.05,20.0,Germany,Debit Card,Cancelled,5.0,0,
10205,2022-12-15,222,Eve Davis,Electronics,Skincare Set,1,439.98,15.0,USA,PayPal,Delivered,3.0,0,
10206,2022-12-23,398,Eve Davis,Sports,Bluetooth Speaker,1,14.57,0.0,USA,Credit Card,Processing,5.0,0,
10207,2022-05-14,15,Eve Davis,Clothing,Yoga Mat,2,184.52,,USA,Credit Card,Delivered,3.0,0,Wrong item sent
10208,2022-04-09,138,Alice Johnson,Clothing,Laptop Pro,1,24.66,25.0,India,Credit Card,Processing,5.0,0,
10209,2022-07-16,250,Eve Davis,Clothing,Coffee Maker,1,116.3,5.0,Germany,Bank Transfer,Delivered,3.0,1,Packaging was damaged
10210,2022-06-15,150,Alice Johnson,Home & Garden,Coffee Maker,2,193.95,25.0,Canada,PayPal,Delivered,4.0,0,"Excellent quality, will buy again"
10211,2022-03-15,351,Bob Smith,Electronics,Skincare Set,3,434.45,,USA,Credit Card,Shipped,2.0,0,
10212,2022-04-18,269,Bob Smith,Books,Desk Chair,1,258.32,20.0,Canada,Bank Transfer,Delivered,4.0,0,Great product!
10213,2022-06-25,81,Bob Smith,Clothing,Laptop Pro,5,326.19,0.0,France,Credit Card,Delivered,1.0,0,"Excellent quality, will buy again"
10214,2022-10-01,65,Eve Davis,Toys,Laptop Pro,1,184.59,,Germany,PayPal,Delivered,4.0,0,
10215,2022-04-19,142,Alice Johnson,Books,Yoga Mat,10,303.44,25.0,Germany,PayPal,Cancelled,5.0,0,
10216,2022-11-08,300,Bob Smith,Electronics,Yoga Mat,1,$377.57,,USA,Credit Card,Delivered,3.0,0,
10217,2022-07-04,247,Carol White,Clothing,Bluetooth Speaker,1,154.11,0.0,Germany,Credit Card,Delivered,4.0,0,
